GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
200,354.0,12411.38,16516.6,-13925.03,11916.36,6436.06,-12736.7,-118760.0,435.14,20972.67,-118324.86,-97352.19
201,360.1,12449.07,16545.83,-13721.6,11758.32,6493.48,-12884.61,-118463.55,432.89,21000.6,-118030.65,-97030.05
202,297.23,12270.21,16506.48,-13840.05,11829.99,6474.1,-12883.09,-118561.29,436.34,20654.86,-118124.94,-97470.08
203,370.18,12381.05,16442.62,-13767.98,12119.36,6444.8,-12783.34,-118834.01,436.05,21206.7,-118397.97,-97191.27
204,307.24,12378.39,16534.59,-13831.61,12376.01,6452.92,-12793.02,-119058.48,434.3,21424.52,-118624.18,-97199.66
205,334.98,12293.14,16529.54,-13270.45,11907.76,6494.89,-12745.93,-118850.57,434.05,21543.93,-118416.52,-96872.59
206,350.18,12354.21,16521.65,-13768.19,11743.14,6521.31,-12726.49,-118527.97,430.52,20995.82,-118097.45,-97101.63
207,365.56,12430.19,16599.8,-13717.12,12167.89,6504.81,-12710.56,-118940.08,432.73,21640.57,-118507.35,-96866.78
208,370.45,12284.51,16571.14,-13711.54,11771.24,6457.54,-12860.19,-118618.55,434.57,20883.16,-118183.98,-97300.83
209,394.6,12314.28,16530.66,-13838.4,11358.65,6466.6,-12874.75,-117977.82,431.76,20351.64,-117546.06,-97194.42
210,366.32,12446.08,16396.58,-13562.8,11650.24,6433.84,-12873.23,-118353.29,432.5,20857.04,-117920.78,-97063.74
211,371.98,12468.59,16499.2,-13886.36,12096.55,6433.7,-12904.37,-118760.23,432.24,21079.28,-118327.99,-97248.71
212,338.31,12402.38,16451.59,-13871.02,12625.25,6446.51,-12803.26,-119340.27,434.48,21589.75,-118905.79,-97316.04
213,329.4,12482.09,16485.44,-13935.25,12819.68,6454.02,-12727.24,-119559.45,434.37,21908.15,-119125.08,-97216.94
214,353.83,12454.28,16601.09,-13825.52,12459.08,6423.61,-12906.85,-119272.82,435.44,21559.51,-118837.38,-97277.87
215,359.0,12383.15,16522.41,-13816.75,11806.26,6432.35,-12788.12,-118644.72,434.75,20898.29,-118209.97,-97311.67
216,312.14,12398.75,16526.47,-13850.09,12686.85,6453.62,-12823.39,-119457.32,435.71,21704.35,-119021.61,-97317.26
217,322.81,12299.71,16544.53,-13901.36,12241.11,6463.07,-12707.57,-119208.94,433.8,21262.31,-118775.15,-97512.84
218,361.31,12510.9,16566.49,-13904.44,11834.56,6420.69,-12825.76,-118607.68,436.36,20963.74,-118171.32,-97207.58
219,356.3,12346.16,16352.44,-13762.29,11381.85,6408.14,-12741.86,-118234.18,436.69,20340.75,-117797.49,-97456.73
220,330.35,12230.67,16496.04,-13809.7,11695.87,6419.38,-12677.26,-118583.86,433.95,20685.35,-118149.91,-97464.56
221,352.07,12342.58,16487.2,-13790.64,12029.14,6476.14,-12828.35,-118866.8,434.94,21068.13,-118431.87,-97363.74
222,328.72,12410.89,16535.66,-13869.03,12267.58,6448.07,-12684.96,-119156.63,435.09,21436.94,-118721.54,-97284.61
223,330.87,12266.08,16483.05,-13849.31,12277.3,6454.7,-12827.23,-119073.8,432.23,21135.46,-118641.57,-97506.11
