GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
200,340.66,12435.04,16482.34,-13763.65,8642.44,6472.59,-12636.31,-115706.74,432.62,17973.11,-115274.13,-97301.02
201,322.96,12413.21,16578.37,-13849.63,9271.09,6391.11,-12684.55,-116150.47,433.65,18442.56,-115716.82,-97274.26
202,308.9,12325.3,16497.02,-13796.23,9701.98,6457.91,-12781.8,-116506.49,438.66,18713.09,-116067.83,-97354.74
203,347.29,12411.27,16487.55,-13772.35,8934.2,6493.07,-12778.94,-115882.59,438.35,18122.09,-115444.24,-97322.15
204,353.2,12471.59,16574.45,-13811.89,9244.01,6427.21,-12868.26,-116121.78,436.71,18390.31,-115685.07,-97294.76
205,384.78,12348.64,16470.62,-13750.91,9047.15,6453.54,-12794.65,-115960.04,436.4,18159.17,-115523.65,-97364.48
206,323.32,12513.12,16465.86,-13796.37,9438.5,6430.92,-12764.92,-116233.56,438.86,18610.44,-115794.7,-97184.26
207,352.29,12336.81,16532.88,-13781.29,8798.38,6450.77,-12652.26,-115837.59,437.71,18037.58,-115399.88,-97362.3
208,360.03,12344.91,16510.68,-13806.28,9685.35,6452.45,-12778.56,-116574.76,439.66,18768.59,-116135.1,-97366.51
209,353.6,12400.23,16583.11,-13754.53,9349.73,6434.73,-12792.26,-116171.17,443.33,18574.6,-115727.84,-97153.24
210,341.13,12435.2,16522.4,-13736.91,9569.74,6426.86,-12807.12,-116477.12,440.55,18751.29,-116036.57,-97285.28
211,359.76,12507.11,16561.13,-13826.8,9224.63,6462.01,-12732.1,-116238.61,440.25,18555.74,-115798.35,-97242.61
212,408.28,12366.5,16578.6,-13804.32,8938.36,6464.83,-12654.6,-115968.89,441.62,18297.64,-115527.27,-97229.63
213,321.23,12310.01,16523.89,-13816.12,8742.3,6501.63,-12641.88,-115770.48,441.06,17941.06,-115329.42,-97388.37
214,376.26,12315.83,16422.06,-13771.2,8832.79,6448.7,-12544.66,-115917.8,439.72,18079.78,-115478.08,-97398.3
215,352.09,12376.8,16563.64,-13767.9,8257.25,6460.79,-12699.0,-115270.25,436.91,17543.67,-114833.34,-97289.66
216,319.8,12454.1,16587.3,-13819.71,7193.05,6440.26,-12720.27,-114210.62,437.72,16454.52,-113772.91,-97318.38
217,362.2,12335.29,16509.37,-13766.48,7412.44,6498.66,-12612.37,-114467.97,437.9,16739.11,-114030.07,-97290.97
218,353.19,12432.86,16598.74,-13833.46,7264.2,6426.06,-12684.75,-114289.38,436.96,16556.85,-113852.42,-97295.58
219,343.07,12420.6,16427.74,-13759.49,7447.21,6429.38,-12594.02,-114541.26,436.96,16714.5,-114104.3,-97389.8
220,374.61,12380.26,16478.37,-13765.32,7469.64,6391.44,-12821.74,-114370.17,439.25,16507.25,-113930.92,-97423.67
221,347.28,12391.87,16504.05,-13799.21,7163.2,6391.32,-12608.3,-114272.48,437.43,16390.22,-113835.05,-97444.84
222,317.93,12306.67,16494.7,-13790.53,7286.23,6441.54,-12628.96,-114315.01,436.77,16427.58,-113878.24,-97450.66
223,393.64,12309.28,16413.2,-13719.34,8288.34,6394.87,-12877.98,-115132.78,440.23,17202.0,-114692.55,-97490.55
224,366.37,12323.13,16463.31,-13792.38,7767.11,6417.05,-12757.73,-114701.51,437.98,16786.85,-114263.53,-97476.68
225,374.03,12304.96,16565.63,-13760.12,8132.48,6390.15,-12901.9,-114975.13,441.27,17105.24,-114533.86,-97428.62
226,366.86,12228.98,16468.13,-13767.01,6857.23,6436.45,-12666.49,-113821.94,437.58,15924.16,-113384.36,-97460.2
227,347.41,12307.71,16493.81,-13756.93,6960.34,6418.79,-12769.32,-113872.8,433.28,16001.81,-113439.52,-97437.71
228,331.42,12375.87,16503.56,-13812.56,7759.74,6417.35,-12731.12,-114606.97,438.83,16844.25,-114168.14,-97323.88
229,344.27,12361.33,16499.99,-13753.84,7669.18,6462.62,-12646.44,-114591.33,437.6,16937.12,-114153.73,-97216.61
230,328.31,12190.52,16517.77,-13759.47,7579.35,6422.78,-12690.47,-114482.84,438.82,16588.79,-114044.03,-97455.24
231,301.28,12180.03,16505.68,-13731.79,7115.09,6452.52,-12605.81,-114195.7,437.24,16217.01,-113758.47,-97541.46
232,315.33,12296.37,16519.56,-13732.93,7589.08,6430.0,-12718.61,-114486.96,437.48,16698.8,-114049.47,-97350.67
233,324.41,12457.03,16482.93,-13828.32,7120.04,6409.62,-12686.19,-114119.27,433.88,16279.52,-113685.38,-97405.86
234,353.37,12387.19,16618.86,-13747.22,7568.07,6424.53,-12828.52,-114461.29,438.06,16776.27,-114023.23,-97246.96
235,318.89,12399.96,16441.63,-13819.85,7286.62,6455.94,-12807.6,-114088.21,436.01,16275.6,-113652.2,-97376.6
236,307.26,12300.22,16455.13,-13842.09,7218.81,6416.72,-12691.54,-114129.91,435.29,16164.51,-113694.62,-97530.11
237,322.95,12371.76,16521.32,-13753.78,7231.12,6420.16,-12736.12,-114182.79,436.35,16377.4,-113746.44,-97369.04
238,316.18,12404.75,16519.35,-13769.78,7682.74,6457.51,-12712.99,-114743.22,436.05,16897.74,-114307.17,-97409.43
239,330.44,12333.5,16536.41,-13773.96,7676.04,6435.5,-12713.97,-114647.54,437.57,16823.96,-114209.97,-97386.0
240,348.66,12224.78,16556.52,-13783.56,7867.63,6439.18,-12686.32,-114879.96,435.86,16966.89,-114444.1,-97477.22
241,334.27,12371.92,16535.44,-13835.93,8208.9,6442.35,-12723.44,-115162.4,435.67,17333.53,-114726.72,-97393.2
242,346.95,12399.21,16615.46,-13772.91,8162.24,6451.27,-12710.67,-115195.71,439.51,17491.56,-114756.21,-97264.65
243,357.86,12355.36,16509.92,-13832.32,8041.81,6420.45,-12648.24,-115029.11,436.8,17204.83,-114592.31,-97387.48
244,311.7,12269.86,16487.44,-13799.48,7793.22,6414.7,-12727.32,-114733.07,435.52,16750.13,-114297.55,-97547.42
245,366.49,12379.69,16473.62,-13774.89,8248.56,6418.64,-12722.73,-115190.35,435.92,17389.39,-114754.43,-97365.05
246,353.74,12410.23,16436.24,-13878.3,8118.01,6450.85,-12746.58,-114918.28,434.32,17144.19,-114483.96,-97339.77
247,333.92,12388.14,16486.46,-13890.18,8437.73,6377.14,-12728.24,-115291.57,436.82,17404.97,-114854.74,-97449.77
248,318.21,12401.63,16498.44,-13791.1,7589.12,6396.17,-12710.49,-114467.18,438.79,16701.97,-114028.4,-97326.42
249,336.24,12355.09,16585.05,-13909.93,7593.17,6421.06,-12811.93,-114389.02,434.64,16568.76,-113954.38,-97385.62
250,333.77,12397.72,16548.38,-13902.38,7301.48,6436.38,-12591.41,-114366.47,432.11,16523.91,-113934.35,-97410.44
251,365.3,12357.98,16533.44,-13841.2,7719.05,6445.49,-12755.47,-114547.93,432.87,16824.58,-114115.06,-97290.48
252,343.01,12245.24,16515.79,-13802.09,7582.44,6435.23,-12736.58,-114579.66,432.78,16583.03,-114146.88,-97563.85
253,330.21,12267.88,16460.18,-13848.02,8051.86,6433.48,-12621.64,-115059.52,435.36,17073.96,-114624.16,-97550.21
254,346.55,12257.78,16615.2,-13607.76,8217.74,6459.49,-12692.74,-115179.92,434.01,17596.26,-114745.91,-97149.66
255,343.59,12431.66,16555.04,-13841.12,8272.43,6474.2,-12767.72,-115098.84,431.49,17468.07,-114667.35,-97199.28
256,398.93,12377.71,16476.62,-13803.85,8131.61,6472.08,-12776.45,-114965.19,434.74,17276.66,-114530.46,-97253.8
257,353.1,12428.24,16549.47,-13805.88,7434.84,6442.34,-12626.94,-114542.67,433.99,16775.15,-114108.68,-97333.52
258,331.01,12468.06,16604.25,-13853.43,8047.56,6480.05,-12759.5,-114920.54,434.27,17318.01,-114486.27,-97168.26
259,346.26,12294.45,16517.59,-13894.77,7321.73,6440.65,-12796.69,-113977.4,436.28,16229.2,-113541.12,-97311.92
260,371.4,12273.99,16514.61,-13874.67,7361.46,6422.73,-12746.29,-114137.45,435.06,16323.24,-113702.39,-97379.15
261,358.68,12321.6,16537.91,-13752.41,6552.36,6390.03,-12664.68,-113494.09,435.54,15743.49,-113058.55,-97315.06
262,353.41,12417.76,16516.07,-13799.78,5841.92,6414.71,-12647.86,-112833.08,434.38,15096.23,-112398.7,-97302.46
263,302.57,12283.68,16515.47,-13802.05,6242.93,6422.47,-12600.02,-113220.49,432.65,15365.06,-112787.83,-97422.77
264,354.73,12446.49,16509.88,-13790.63,6385.04,6445.76,-12826.03,-113292.44,432.95,15525.26,-112859.49,-97334.24
265,324.35,12319.78,16529.84,-13898.9,6519.96,6444.76,-12675.82,-113466.63,432.57,15563.97,-113034.06,-97470.09
266,355.82,12366.93,16479.19,-13794.34,6510.77,6408.18,-12706.74,-113417.77,433.78,15619.81,-112983.99,-97364.18
267,324.69,12273.45,16459.27,-13807.8,6389.41,6407.51,-12781.47,-113232.46,432.14,15265.06,-112800.32,-97535.27
268,335.31,12362.14,16486.23,-13792.12,6118.82,6433.71,-12766.48,-112999.94,435.3,15177.6,-112564.64,-97387.03
269,322.28,12285.13,16412.41,-13870.43,6062.68,6445.58,-12661.95,-112964.72,435.61,14995.7,-112529.11,-97533.41
270,337.54,12337.49,16475.93,-13877.39,5956.48,6448.17,-12712.94,-112855.71,434.15,14965.29,-112421.56,-97456.27
271,356.21,12505.51,16488.21,-13817.87,6309.03,6416.76,-12688.6,-113328.01,432.43,15569.26,-112895.58,-97326.32
272,366.94,12390.84,16581.5,-13858.82,6647.66,6444.27,-12736.1,-113650.48,429.92,15836.29,-113220.56,-97384.28
273,315.0,12283.63,16536.24,-13861.89,5810.55,6419.47,-12661.43,-112886.01,429.97,14841.56,-112456.04,-97614.48
274,331.2,12328.57,16491.35,-13823.72,6115.88,6440.91,-12607.58,-113174.32,430.45,15276.61,-112743.88,-97467.27
275,349.0,12397.66,16490.73,-13817.67,5958.11,6485.02,-12586.56,-113020.39,426.84,15276.29,-112593.55,-97317.26
276,324.58,12289.18,16558.79,-13959.2,5922.8,6443.78,-12694.25,-112871.79,427.83,14885.69,-112443.96,-97558.27
277,342.11,12313.24,16565.88,-13969.52,5637.02,6472.67,-12717.12,-112558.9,427.2,14644.28,-112131.7,-97487.42
278,383.33,12470.02,16522.05,-13850.45,5578.74,6395.86,-12735.5,-112486.71,428.58,14764.05,-112058.13,-97294.08
279,314.69,12239.76,16519.67,-13817.37,5429.57,6392.71,-12631.72,-112344.72,431.24,14447.3,-111913.49,-97466.19
280,325.44,12232.82,16479.76,-13761.97,5470.62,6438.3,-12688.0,-112432.77,430.85,14496.96,-112001.92,-97504.96
281,342.2,12318.05,16495.99,-13820.71,5415.64,6447.49,-12672.37,-112341.9,431.1,14526.3,-111910.8,-97384.5
282,292.29,12375.8,16553.26,-13816.91,5864.13,6420.87,-12744.82,-112724.16,429.98,14944.61,-112294.19,-97349.57
283,336.68,12183.89,16510.71,-13817.16,5298.5,6478.74,-12641.76,-112326.85,429.98,14349.59,-111896.87,-97547.28
284,314.2,12504.59,16513.16,-13908.17,5309.41,6427.39,-12795.0,-112103.61,429.11,14365.57,-111674.5,-97308.93
285,322.49,12208.56,16569.62,-13819.36,5310.01,6427.05,-12787.87,-112098.94,432.25,14230.5,-111666.69,-97436.19
286,322.82,12297.88,16532.35,-13964.53,4970.41,6421.15,-12746.71,-111883.84,427.88,13833.36,-111455.96,-97622.6
287,343.19,12244.67,16528.12,-13853.69,4911.92,6417.33,-12649.82,-111952.09,433.43,13941.72,-111518.66,-97576.95
288,381.25,12329.62,16543.22,-13802.64,4984.17,6438.06,-12742.02,-111941.7,430.44,14131.66,-111511.26,-97379.6
289,392.09,12189.5,16572.33,-13776.94,5221.58,6446.62,-12749.19,-112125.14,428.59,14296.0,-111696.54,-97400.54
290,358.44,12334.66,16501.95,-13854.89,5562.85,6419.03,-12609.38,-112562.27,429.45,14712.67,-112132.82,-97420.14
291,359.81,12373.64,16530.38,-13883.31,5701.36,6427.82,-12647.97,-112658.9,430.33,14861.74,-112228.56,-97366.82
292,347.63,12323.8,16436.65,-13911.43,4987.79,6396.55,-12609.85,-112002.83,432.65,13971.13,-111570.18,-97599.05
293,296.59,12149.48,16517.53,-13923.12,5632.6,6421.24,-12748.94,-112374.73,432.61,14345.38,-111942.11,-97596.74
294,329.3,12295.61,16472.63,-13870.07,5954.75,6452.25,-12842.99,-112752.8,434.32,14791.46,-112318.47,-97527.01
295,335.69,12431.66,16487.71,-13907.87,5713.54,6454.29,-12737.74,-112610.11,434.06,14777.28,-112176.05,-97398.77
296,335.3,12329.7,16551.86,-13779.74,5813.67,6435.35,-12775.56,-112633.94,435.74,14910.57,-112198.2,-97287.63
297,332.96,12349.08,16527.43,-13785.99,5528.11,6497.33,-12797.71,-112364.32,433.75,14651.21,-111930.57,-97279.36
298,324.55,12316.65,16510.86,-13838.89,5775.81,6456.55,-12707.85,-112650.72,432.07,14837.66,-112218.65,-97380.99
299,332.6,12344.22,16525.7,-13876.57,6038.79,6452.35,-12687.37,-112954.75,432.47,15129.72,-112522.28,-97392.56
300,325.64,12336.36,16579.36,-13788.93,5977.96,6454.71,-12697.65,-112899.22,434.92,15187.44,-112464.3,-97276.86
301,312.69,12392.27,16517.08,-13851.29,6157.05,6419.06,-12835.22,-112909.65,434.47,15111.64,-112475.17,-97363.54
302,395.04,12472.55,16565.24,-13884.49,5862.24,6417.46,-12643.73,-112791.57,433.63,15184.31,-112357.94,-97173.63
303,336.67,12342.36,16538.08,-13814.61,5892.54,6445.21,-12733.41,-112816.08,433.85,15006.85,-112382.23,-97375.38
304,340.15,12458.25,16525.89,-13837.8,6126.22,6431.14,-12675.15,-113105.8,433.06,15368.7,-112672.74,-97304.04
305,380.05,12251.51,16528.61,-13861.56,5812.79,6454.23,-12701.55,-112738.87,431.77,14864.08,-112307.1,-97443.03
306,309.45,12314.07,16571.57,-13839.65,5452.54,6461.91,-12694.8,-112425.68,430.85,14575.09,-111994.83,-97419.74
307,396.94,12332.02,16529.12,-13896.76,5422.32,6436.91,-12627.89,-112456.01,436.25,14592.65,-112019.76,-97427.11
308,337.09,12346.52,16550.15,-13802.54,6087.98,6431.82,-12758.05,-112913.53,430.93,15192.97,-112482.6,-97289.63
309,321.46,12380.41,16573.82,-13856.85,5558.46,6447.28,-12698.09,-112440.15,436.42,14726.5,-112003.73,-97277.22
310,363.19,12319.56,16486.43,-13804.79,5637.17,6471.93,-12662.69,-112610.92,433.82,14810.81,-112177.1,-97366.3
311,332.07,12351.18,16501.73,-13870.15,5288.83,6443.74,-12604.23,-112214.63,435.12,14443.17,-111779.5,-97336.33
312,406.22,12469.15,16542.55,-13894.42,5538.02,6449.83,-12629.37,-112444.95,430.34,14881.99,-112014.61,-97132.62
313,384.48,12217.12,16658.32,-13825.41,4949.02,6463.32,-12597.8,-112112.69,436.33,14249.05,-111676.36,-97427.31
314,326.64,12259.43,16536.77,-13800.13,5567.62,6447.59,-12658.91,-112533.0,435.12,14679.0,-112097.88,-97418.88
315,359.41,12294.51,16539.03,-13863.26,5465.53,6423.48,-12701.94,-112376.85,431.46,14516.77,-111945.38,-97428.62
316,346.25,12510.04,16427.66,-13808.37,5126.76,6468.32,-12732.73,-112163.33,432.17,14337.94,-111731.16,-97393.21
317,355.87,12278.39,16566.43,-13882.61,4808.13,6440.88,-12604.94,-111874.02,433.43,13962.14,-111440.59,-97478.45
318,335.87,12094.71,16530.32,-13719.98,4767.13,6476.86,-12550.65,-111932.62,435.47,13934.26,-111497.15,-97562.89
319,338.96,12364.55,16532.18,-13887.38,6070.04,6450.14,-12737.75,-112936.73,433.57,15130.74,-112503.15,-97372.41
320,353.07,12275.26,16526.24,-13883.79,5448.77,6418.61,-12704.5,-112411.3,433.94,14433.66,-111977.36,-97543.7
321,322.25,12359.4,16468.41,-13939.83,5357.19,6448.7,-12641.16,-112347.83,429.57,14374.95,-111918.26,-97543.31
322,329.71,12440.2,16506.28,-13925.43,4847.22,6447.21,-12696.75,-111809.19,431.63,13948.43,-111377.56,-97429.13
323,371.44,12367.58,16547.16,-14011.3,4901.8,6395.29,-12725.76,-111780.34,430.29,13846.22,-111350.06,-97503.84
