GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
200,325.23,12336.04,16498.21,-13686.09,1344.93,6437.22,-12695.26,-108047.86,424.01,10560.28,-107623.85,-97063.57
201,324.12,12537.5,16627.07,-13921.5,895.35,6396.94,-12671.29,-107574.17,425.97,10188.19,-107148.19,-96960.0
202,353.39,12346.59,16601.26,-13875.3,866.63,6462.39,-12625.5,-107736.71,426.98,10129.44,-107309.74,-97180.29
203,390.94,12355.89,16567.19,-13887.54,848.58,6392.59,-12694.44,-107675.7,425.28,9973.23,-107250.42,-97277.19
204,324.74,12331.64,16496.3,-13852.5,1071.5,6463.53,-12499.21,-107871.78,425.54,10335.99,-107446.24,-97110.25
205,362.97,12346.48,16548.86,-13925.25,1641.69,6391.4,-12681.61,-108366.58,422.28,10684.55,-107944.3,-97259.75
206,316.37,12497.21,16475.89,-13892.42,911.13,6394.6,-12761.85,-107616.31,420.83,9940.92,-107195.47,-97254.55
207,335.71,12287.24,16508.4,-13847.7,468.55,6446.05,-12624.94,-107247.37,423.66,9573.32,-106823.71,-97250.39
208,309.75,12458.58,16603.01,-13859.69,552.98,6481.25,-12486.13,-107460.92,425.62,10059.75,-107035.3,-96975.55
209,334.29,12264.49,16509.54,-13924.03,334.77,6456.14,-12600.33,-107083.96,424.77,9374.86,-106659.19,-97284.33
210,377.07,12459.38,16529.5,-13754.72,534.27,6432.18,-12605.63,-107326.67,424.75,9972.05,-106901.92,-96929.87
211,340.65,12444.29,16517.92,-13694.28,-284.52,6491.32,-12655.99,-106429.45,419.75,9159.39,-106009.71,-96850.32
212,373.09,12408.59,16470.38,-13908.45,-487.98,6448.97,-12478.97,-106496.93,419.11,8825.63,-106077.83,-97252.2
213,332.81,12433.69,16487.74,-13865.84,356.39,6394.23,-12614.7,-107241.49,425.79,9524.31,-106815.7,-97291.4
214,315.5,12403.24,16507.17,-13821.68,253.86,6430.54,-12639.17,-107053.5,425.6,9449.47,-106627.9,-97178.44
215,395.97,12363.52,16515.25,-13509.32,-23.57,6432.73,-12595.57,-106910.32,425.64,9579.02,-106484.68,-96905.66
