GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
200,352.53,12419.54,16495.42,-13736.68,6752.43,6461.42,-12111.3,-113748.82,441.2,16633.36,-113307.62,-96674.26
201,377.43,12207.68,16504.17,-13443.96,6981.45,6438.04,-12331.64,-113712.68,444.93,16733.17,-113267.75,-96534.58
202,320.02,12372.56,16512.1,-13693.59,5922.87,6446.94,-12178.44,-112813.09,437.81,15702.47,-112375.28,-96672.81
203,330.22,12304.13,16527.17,-13606.6,6500.48,6484.11,-12138.33,-113429.8,442.82,16401.18,-112986.98,-96585.8
204,309.3,12373.94,16425.87,-13676.68,6318.9,6429.85,-12194.93,-113188.68,440.19,15986.24,-112748.49,-96762.24
205,368.6,12165.45,16487.4,-13706.01,5664.22,6456.9,-12169.94,-112521.02,439.01,15266.6,-112082.0,-96815.4
206,316.23,12394.48,16554.02,-13723.79,5688.59,6457.87,-12255.93,-112548.77,436.91,15431.48,-112111.87,-96680.39
207,340.56,12344.32,16513.21,-13677.16,5540.71,6417.48,-12042.05,-112536.6,434.17,15437.08,-112102.43,-96665.35
208,359.19,12311.89,16526.45,-13774.56,5272.29,6399.35,-12030.51,-112240.78,436.39,15064.1,-111804.39,-96740.28
209,323.69,12335.28,16427.96,-13766.74,5787.95,6466.82,-12231.13,-112585.48,437.21,15343.83,-112148.28,-96804.45
210,376.19,12277.53,16538.54,-13819.88,5585.33,6449.49,-12094.07,-112577.38,434.66,15313.13,-112142.72,-96829.59
211,305.53,12277.8,16573.13,-13750.3,5932.99,6411.29,-12239.85,-112821.87,437.97,15510.58,-112383.9,-96873.33
212,357.89,12255.54,16521.55,-13807.95,5839.62,6437.11,-12200.33,-112711.48,436.45,15403.44,-112275.04,-96871.6
213,340.5,12476.88,16542.84,-13832.18,5843.85,6447.33,-12289.74,-112642.43,435.31,15529.5,-112207.13,-96677.63
214,343.76,12384.5,16488.75,-13838.13,5592.58,6405.96,-12169.1,-112424.17,436.42,15208.33,-111987.75,-96779.43
215,307.2,12268.63,16415.97,-13820.39,5435.11,6399.64,-12195.75,-112358.96,436.21,14810.4,-111922.75,-97112.35
216,370.57,12531.77,16512.08,-13795.48,5241.32,6397.64,-12343.62,-112146.18,431.92,14914.28,-111714.26,-96799.98
217,360.31,12285.58,16558.24,-13764.66,5453.46,6421.8,-12091.78,-112470.67,433.67,15222.96,-112037.0,-96814.04
218,332.83,12354.81,16501.07,-13828.38,4969.45,6449.47,-12054.61,-111987.23,433.77,14724.65,-111553.46,-96828.8
219,399.97,12445.89,16531.74,-13798.5,4872.38,6471.6,-11985.63,-112060.89,435.46,14937.44,-111625.43,-96687.99
220,378.58,12250.65,16571.59,-13771.85,5069.24,6427.75,-12100.91,-112180.96,432.14,14825.05,-111748.82,-96923.77
221,332.2,12265.38,16512.0,-13784.76,5373.88,6430.32,-12113.7,-112345.94,431.0,15015.32,-111914.93,-96899.62
222,317.16,12343.19,16499.69,-13769.64,5014.34,6433.33,-12045.3,-112190.45,435.75,14792.77,-111754.7,-96961.93
223,323.7,12207.59,16459.24,-13804.69,4944.71,6427.73,-12092.73,-112040.23,434.33,14465.54,-111605.9,-97140.36
224,294.1,12304.49,16478.35,-13806.38,5523.51,6398.62,-12189.93,-112544.39,433.71,15002.76,-112110.68,-97107.92
225,356.81,12299.11,16463.07,-13852.29,5138.63,6416.97,-12120.75,-112046.9,434.35,14701.57,-111612.56,-96910.99
226,410.59,12338.04,16536.63,-13856.12,5601.81,6444.55,-12206.93,-112537.5,434.28,15268.57,-112103.22,-96834.65
227,342.01,12329.33,16573.43,-13835.95,5488.51,6416.99,-12150.94,-112408.2,432.22,15163.37,-111975.98,-96812.61
228,327.44,12149.41,16621.8,-13848.39,5339.28,6441.4,-12046.22,-112553.84,434.49,14984.73,-112119.36,-97134.63
229,331.27,12302.0,16519.47,-13777.95,5969.87,6407.52,-12205.45,-112930.99,439.35,15546.74,-112491.65,-96944.91
230,349.58,12222.51,16567.38,-13750.31,5770.84,6439.27,-12093.21,-112879.5,439.25,15506.06,-112440.25,-96934.19
231,307.4,12308.68,16481.07,-13765.77,5620.99,6440.25,-12146.8,-112684.68,438.97,15245.81,-112245.71,-96999.9
232,346.98,12450.71,16557.38,-13216.95,5404.07,6394.02,-12216.07,-112434.68,438.6,15720.15,-111996.08,-96275.94
233,316.3,12381.04,16582.92,-13829.63,5036.11,6466.19,-12028.82,-112206.8,438.41,14924.11,-111768.39,-96844.28
234,344.39,12239.86,16512.71,-13594.01,5840.96,6479.16,-12077.05,-112955.29,439.14,15746.02,-112516.15,-96770.13
235,342.87,12224.86,16522.49,-13850.75,5764.68,6398.84,-12054.03,-112856.27,437.63,15348.96,-112418.64,-97069.68
236,364.67,12326.44,16557.82,-13801.38,5812.16,6391.66,-12154.02,-112928.57,436.48,15497.35,-112492.09,-96994.74
237,320.65,12327.68,16468.59,-13752.66,5932.52,6440.69,-12236.47,-112922.96,436.42,15501.0,-112486.53,-96985.54
238,333.12,12418.95,16471.89,-13797.27,6560.98,6407.34,-12252.55,-113541.4,434.9,16142.47,-113106.5,-96964.03
239,344.52,12340.49,16568.27,-13681.47,6134.86,6435.4,-12131.81,-113168.56,437.88,16010.27,-112730.69,-96720.42
240,350.93,12194.03,16472.28,-13839.5,6201.15,6429.44,-12246.95,-113052.86,435.96,15561.38,-112616.9,-97055.51
241,343.68,12331.89,16574.76,-13764.0,6175.45,6435.28,-12237.56,-113116.34,437.43,15859.49,-112678.91,-96819.41
242,363.83,12410.0,16454.89,-13775.64,6428.18,6417.1,-12335.95,-113250.3,439.05,15962.41,-112811.25,-96848.84
243,370.87,12404.58,16497.81,-13771.24,7013.76,6385.73,-12335.12,-113853.98,436.67,16566.39,-113417.31,-96850.92
244,319.28,12357.09,16606.07,-13838.8,6763.14,6498.78,-12198.23,-113663.63,435.9,16507.33,-113227.73,-96720.41
245,346.13,12324.94,16514.55,-13759.66,6854.61,6449.46,-12242.6,-113776.43,438.02,16487.43,-113338.41,-96850.98
246,348.42,12356.13,16574.37,-13827.81,6486.83,6445.99,-12152.01,-113501.51,435.13,16231.92,-113066.38,-96834.46
247,357.11,12461.01,16540.89,-13706.54,6658.95,6487.47,-12171.06,-113803.18,441.08,16627.82,-113362.1,-96734.28
248,312.16,12414.42,16525.14,-13816.61,6693.35,6417.1,-12226.46,-113532.24,438.33,16319.1,-113093.91,-96774.82
249,323.2,12185.29,16614.44,-13797.71,7031.67,6480.13,-12066.42,-114015.46,438.67,16770.59,-113576.79,-96806.21
250,329.14,12250.27,16619.82,-13799.34,6950.7,6463.47,-12228.47,-113942.75,436.5,16585.59,-113506.25,-96920.66
251,318.6,12456.4,16548.57,-13851.68,6768.92,6409.55,-12151.23,-113687.42,438.78,16499.13,-113248.64,-96749.51
252,330.1,12260.79,16504.84,-13739.6,5875.15,6472.44,-12133.61,-112910.02,437.1,15570.11,-112472.92,-96902.81
253,351.18,12159.86,16607.31,-13636.26,6021.39,6473.03,-12059.4,-113113.29,437.35,15917.11,-112675.94,-96758.83
254,340.44,12252.23,16574.3,-13824.35,5527.51,6425.37,-12040.81,-112552.59,435.65,15254.7,-112116.94,-96862.24
255,367.39,12238.12,16543.52,-13723.38,5450.69,6392.04,-12278.12,-112426.16,438.24,14990.27,-111987.91,-96997.64
256,366.89,12404.44,16571.42,-13853.46,5417.9,6422.34,-12080.27,-112565.57,436.83,15249.24,-112128.74,-96879.5
257,342.48,12398.17,16493.38,-13788.21,5675.31,6438.33,-11953.18,-112942.82,438.33,15606.26,-112504.48,-96898.23
258,343.16,12232.45,16438.75,-13799.46,6172.65,6421.17,-12150.53,-113186.47,438.72,15658.2,-112747.75,-97089.55
259,325.89,12260.57,16453.11,-13763.88,6285.41,6440.69,-12169.68,-113225.37,437.6,15832.11,-112787.77,-96955.66
260,334.15,12233.59,16425.44,-13717.02,6217.93,6465.19,-12058.69,-113212.27,438.04,15900.58,-112774.22,-96873.64
261,311.22,12218.73,16549.06,-13771.87,5963.33,6393.79,-12200.44,-112969.62,437.68,15463.83,-112531.94,-97068.11
262,358.52,12310.56,16520.83,-13757.14,6447.3,6444.8,-12121.85,-113450.08,439.79,16203.02,-113010.29,-96807.27
263,346.36,12304.01,16566.73,-13794.79,6030.9,6433.89,-12128.03,-113021.71,434.72,15759.06,-112586.99,-96827.93
264,350.6,12246.13,16515.4,-13779.23,6470.0,6414.07,-12178.51,-113459.18,437.25,16038.46,-113021.93,-96983.46
265,321.03,12381.76,16476.26,-13751.05,6805.14,6476.6,-12152.03,-113793.48,437.02,16557.71,-113356.46,-96798.75
266,345.39,12306.3,16599.76,-13804.84,6079.27,6443.04,-12108.91,-113131.47,437.06,15860.0,-112694.41,-96834.4
267,326.68,12242.2,16487.34,-13767.69,5584.73,6413.49,-11965.0,-112711.99,434.96,15321.75,-112277.03,-96955.29
268,343.6,12262.63,16513.47,-13780.44,6631.65,6432.69,-12178.71,-113564.61,436.89,16224.9,-113127.71,-96902.81
269,358.31,12380.4,16565.24,-13709.63,6655.71,6434.31,-12275.23,-113653.25,436.19,16409.11,-113217.06,-96807.95
270,310.53,12446.32,16518.89,-13746.06,6939.86,6419.69,-12249.65,-113840.7,436.48,16639.57,-113404.22,-96764.65
271,352.67,12302.87,16521.66,-13777.1,6712.55,6428.9,-12180.49,-113677.22,439.05,16361.05,-113238.18,-96877.13
272,364.23,12239.25,16504.06,-13769.02,6308.29,6395.15,-12134.9,-113281.38,436.69,15907.07,-112844.69,-96937.61
273,338.28,12316.07,16481.56,-13844.6,6107.92,6400.73,-12186.02,-112972.7,434.19,15613.93,-112538.51,-96924.57
274,302.57,12354.46,16526.29,-13728.68,5686.01,6456.01,-12161.14,-112794.48,435.03,15435.51,-112359.45,-96923.94
275,360.64,12300.6,16495.1,-13743.34,6046.56,6413.5,-12157.01,-113075.49,438.92,15716.06,-112636.57,-96920.51
276,329.18,12266.63,16518.51,-13769.17,6270.93,6401.36,-12114.08,-113285.88,437.54,15903.37,-112848.33,-96944.97
277,328.51,12279.26,16558.15,-13698.44,5919.1,6459.48,-12194.46,-113011.35,438.4,15651.61,-112572.95,-96921.33
278,379.94,12369.33,16411.63,-13808.0,5714.87,6443.6,-12041.62,-112774.02,436.4,15469.76,-112337.62,-96867.86
279,342.37,12282.1,16503.51,-13805.21,5971.66,6451.65,-12102.99,-113059.7,437.89,15643.09,-112621.81,-96978.72
280,310.11,12335.51,16439.52,-13806.11,6281.58,6447.01,-12097.69,-113323.18,436.64,15909.94,-112886.54,-96976.6
281,343.8,12211.95,16536.55,-13848.39,5908.81,6420.76,-12086.29,-112850.9,436.99,15487.21,-112413.9,-96926.7
282,369.31,12417.03,16579.76,-13872.14,6141.41,6400.31,-12082.66,-113235.1,435.79,15953.03,-112799.31,-96846.28
283,341.75,12331.2,16515.72,-13795.53,6176.32,6501.17,-11946.6,-113258.65,436.01,16124.02,-112822.64,-96698.61
284,311.71,12376.5,16571.13,-13836.18,6190.36,6494.1,-12128.32,-113226.69,437.19,15979.3,-112789.5,-96810.2
285,337.32,12299.1,16470.6,-13860.87,6448.13,6440.28,-12200.9,-113288.39,433.86,15933.66,-112854.53,-96920.87
286,332.34,12386.82,16605.49,-13822.92,6184.06,6426.08,-12255.07,-113121.13,434.91,15856.81,-112686.21,-96829.41
287,356.67,12295.11,16580.13,-13811.4,6725.74,6455.36,-12059.6,-113780.74,436.75,16542.02,-113343.99,-96801.97
288,391.61,12190.06,16582.19,-13738.48,5858.35,6391.08,-12081.49,-112974.94,436.35,15593.31,-112538.59,-96945.28
289,351.2,12180.62,16498.7,-13761.32,5407.71,6407.13,-12117.74,-112575.16,435.49,14966.29,-112139.67,-97173.38
290,353.13,12342.21,16520.43,-13795.9,5916.71,6412.47,-12143.14,-112913.17,431.58,15605.91,-112481.59,-96875.68
291,357.77,12464.73,16499.57,-13757.48,5905.15,6423.57,-12053.03,-112964.1,433.58,15840.27,-112530.52,-96690.25
292,315.38,12266.89,16547.99,-13914.36,5683.8,6454.72,-12002.31,-112709.01,434.91,15352.12,-112274.1,-96921.98
293,376.88,12360.07,16526.15,-13779.63,5142.74,6448.82,-12050.33,-112227.09,434.14,15024.71,-111792.95,-96768.24
294,358.35,12386.39,16579.98,-13823.0,5067.12,6456.04,-12032.98,-112155.45,430.1,14991.9,-111725.35,-96733.45
295,334.76,12169.8,16543.44,-13813.67,5678.5,6444.25,-12135.18,-112565.24,434.99,15221.9,-112130.25,-96908.35
296,343.8,12272.87,16421.94,-13871.87,5478.32,6428.0,-12270.05,-112271.77,434.67,14803.02,-111837.11,-97034.09
297,340.32,12449.97,16508.88,-13814.81,5556.34,6451.36,-12145.52,-112634.68,431.36,15346.54,-112203.32,-96856.78
298,349.48,12340.97,16492.56,-13798.4,5089.4,6469.18,-12133.89,-112191.51,434.93,14809.29,-111756.57,-96947.28
299,308.16,12352.72,16410.45,-13842.55,5360.32,6414.48,-12212.87,-112313.65,431.37,14790.72,-111882.28,-97091.57
300,351.99,12392.44,16535.67,-13780.63,5645.2,6424.2,-12216.68,-112626.38,432.03,15352.19,-112194.34,-96842.15
301,332.96,12375.02,16569.3,-13805.25,5751.22,6442.12,-12336.05,-112587.45,435.39,15329.32,-112152.06,-96822.74
302,355.7,12352.73,16488.33,-13823.58,5479.02,6460.47,-12217.05,-112347.37,431.56,15095.61,-111915.81,-96820.2
303,378.8,12320.13,16541.23,-13827.26,5075.53,6424.25,-12103.24,-112086.16,436.31,14809.45,-111649.85,-96840.4
304,361.17,12281.46,16476.44,-13863.97,5522.7,6388.7,-12183.4,-112448.82,432.73,14983.1,-112016.08,-97032.98
305,327.09,12386.09,16559.91,-13895.29,5458.07,6422.96,-12242.67,-112405.38,432.45,15016.16,-111972.93,-96956.77
306,333.75,12267.24,16538.16,-13791.32,5630.49,6456.15,-12027.29,-112653.85,433.09,15407.18,-112220.76,-96813.58
307,376.36,12100.73,16571.58,-13749.85,5372.78,6428.15,-12135.72,-112467.74,435.71,14964.03,-112032.03,-97067.99
308,351.94,12330.76,16522.34,-13771.97,5177.2,6434.95,-12158.3,-112203.28,432.97,14886.92,-111770.31,-96883.39
309,349.09,12395.8,16508.25,-13834.31,5735.21,6395.62,-12205.72,-112671.52,435.14,15343.93,-112236.38,-96892.45
